EnrollmentID,StudentID,CourseID,EnrollmentDate
ENR04780,STD1754,CRS0008,2022-07-24
ENR04781,STD1821,CRS0030,2024-01-04
ENR04782,STD1457,CRS0006,2024-12-14
ENR04783,STD1825,CRS0005,2022-08-19
ENR04784,STD1941,CRS0008,2024-11-05
ENR04785,STD1290,CRS0031,2023-02-24
ENR04786,STD1303,CRS0050,2023-01-07
ENR04787,STD1116,CRS0005,2024-10-07
ENR04788,STD1845,CRS0047,2025-05-31
ENR04789,STD1909,CRS0032,2023-02-24
ENR04790,STD1383,CRS0033,2024-03-26
ENR04791,STD1705,CRS0026,2023-02-17
ENR04792,STD1106,CRS0011,2024-06-05
ENR04793,STD1722,CRS0044,2025-02-25
ENR04794,STD1853,CRS0009,2023-07-31
ENR04795,STD1712,CRS0012,2024-05-28
ENR04796,STD1877,CRS0010,2023-06-08
ENR04797,STD1039,CRS0028,2022-08-27
ENR04798,STD1682,CRS0022,2024-09-29
ENR04799,STD1571,CRS0032,2022-11-30
ENR04800,STD1978,CRS0034,2025-02-03
ENR04801,STD1552,CRS0027,2024-08-09
ENR04802,STD1534,CRS0023,2023-12-18
ENR04803,STD1396,CRS0036,2022-09-14
ENR04804,STD1183,CRS0004,2024-02-24
ENR04805,STD1529,CRS0020,2024-01-28
ENR04806,STD1490,CRS0004,2023-06-13
ENR04807,STD1121,CRS0049,2023-11-16
ENR04808,STD1358,CRS0035,2025-01-06
ENR04809,STD1463,CRS0023,2024-08-05
ENR04810,STD1609,CRS0014,2022-07-26
ENR04811,STD1164,CRS0049,2025-05-22
ENR04812,STD1043,CRS0009,2024-03-24
ENR04813,STD1211,CRS0034,2024-07-18
ENR04814,STD1473,CRS0007,2022-07-28
ENR04815,STD1553,CRS0048,2023-06-02
ENR04816,STD1959,CRS0008,2024-02-05
ENR04817,STD1904,CRS0036,2024-05-09
ENR04818,STD1122,CRS0022,2024-06-17
ENR04819,STD1789,CRS0049,2022-09-22
ENR04820,STD1451,CRS0024,2022-10-13
ENR04821,STD1985,CRS0002,2023-01-16
ENR04822,STD1014,CRS0035,2025-01-30
ENR04823,STD1286,CRS0021,2022-07-10
ENR04824,STD1401,CRS0002,2024-06-22
ENR04825,STD1503,CRS0016,2024-02-26
ENR04826,STD1396,CRS0005,2025-04-23
ENR04827,STD1955,CRS0047,2023-09-10
ENR04828,STD1077,CRS0021,2022-08-04
ENR04829,STD1216,CRS0044,2024-09-14
ENR04830,STD1145,CRS0010,2022-12-13
ENR04831,STD1862,CRS0042,2024-11-25
ENR04832,STD1426,CRS0007,2023-10-27
ENR04833,STD1878,CRS0015,2023-01-26
ENR04834,STD1983,CRS0026,2023-07-20
ENR04835,STD1023,CRS0039,2023-06-09
ENR04836,STD1334,CRS0023,2024-09-02
ENR04837,STD1668,CRS0011,2022-10-02
ENR04838,STD1078,CRS0045,2023-05-01
ENR04839,STD1948,CRS0027,2024-05-30
ENR04840,STD1427,CRS0043,2024-10-18
ENR04841,STD1676,CRS0002,2024-11-06
ENR04842,STD1386,CRS0004,2025-05-03
ENR04843,STD1160,CRS0042,2024-03-02
ENR04844,STD1456,CRS0036,2023-02-15
ENR04845,STD1227,CRS0010,2024-08-23
ENR04846,STD1540,CRS0013,2022-07-14
ENR04847,STD1779,CRS0040,2025-04-30
ENR04848,STD1393,CRS0043,2025-04-27
ENR04849,STD1248,CRS0039,2024-10-24
ENR04850,STD1854,CRS0031,2025-02-14
ENR04851,STD1677,CRS0001,2023-03-27
ENR04852,STD1159,CRS0019,2023-12-06
ENR04853,STD1059,CRS0034,2023-03-08
ENR04854,STD1770,CRS0040,2024-06-10
ENR04855,STD1967,CRS0002,2025-05-29
ENR04856,STD1400,CRS0034,2022-06-16
ENR04857,STD1869,CRS0015,2025-06-08
ENR04858,STD1816,CRS0028,2024-12-31
ENR04859,STD1293,CRS0043,2024-09-09
ENR04860,STD1207,CRS0017,2023-10-06
ENR04861,STD1536,CRS0013,2024-05-12
ENR04862,STD1119,CRS0016,2024-06-06
ENR04863,STD1430,CRS0002,2024-05-18
ENR04864,STD1221,CRS0017,2023-11-06
ENR04865,STD1635,CRS0001,2024-08-15
ENR04866,STD1729,CRS0042,2024-11-22
ENR04867,STD1787,CRS0047,2022-08-30
ENR04868,STD1251,CRS0048,2024-05-14
ENR04869,STD1890,CRS0002,2024-06-22
ENR04870,STD1830,CRS0007,2022-09-13
ENR04871,STD1690,CRS0013,2025-03-20
ENR04872,STD1489,CRS0035,2025-03-21
ENR04873,STD1912,CRS0037,2024-08-01
ENR04874,STD1725,CRS0030,2024-05-23
ENR04875,STD1739,CRS0027,2023-05-14
ENR04876,STD1985,CRS0040,2023-08-24
ENR04877,STD1537,CRS0023,2025-01-24
ENR04878,STD1164,CRS0024,2024-07-08
ENR04879,STD1367,CRS0046,2024-12-06
ENR04880,STD1976,CRS0029,2023-06-15
ENR04881,STD1317,CRS0043,2022-09-26
ENR04882,STD1979,CRS0050,2022-09-18
ENR04883,STD1929,CRS0004,2024-10-05
ENR04884,STD1401,CRS0025,2024-02-06
ENR04885,STD1476,CRS0012,2023-01-01
ENR04886,STD1681,CRS0023,2023-08-29
ENR04887,STD1000,CRS0016,2022-08-27
ENR04888,STD1738,CRS0048,2024-01-17
ENR04889,STD1799,CRS0022,2024-09-05
ENR04890,STD1876,CRS0037,2023-10-31
ENR04891,STD1841,CRS0024,2023-01-08
ENR04892,STD1980,CRS0044,2025-05-18
ENR04893,STD1448,CRS0037,2025-05-17
ENR04894,STD1125,CRS0010,2023-02-28
ENR04895,STD1059,CRS0014,2025-05-12
ENR04896,STD1583,CRS0006,2023-03-12
ENR04897,STD1599,CRS0032,2023-01-29
ENR04898,STD1529,CRS0040,2024-08-25
ENR04899,STD1775,CRS0044,2023-02-24
ENR04900,STD1019,CRS0018,2023-10-14
ENR04901,STD1688,CRS0016,2025-01-10
ENR04902,STD1420,CRS0030,2023-02-28
ENR04903,STD1605,CRS0019,2023-08-14
ENR04904,STD1195,CRS0006,2024-01-06
ENR04905,STD1121,CRS0030,2024-07-10
ENR04906,STD1104,CRS0011,2023-04-14
ENR04907,STD1279,CRS0030,2024-06-23
ENR04908,STD1055,CRS0037,2022-12-04
ENR04909,STD1619,CRS0015,2025-01-10
ENR04910,STD1481,CRS0015,2022-06-29
ENR04911,STD1834,CRS0001,2025-06-01
ENR04912,STD1627,CRS0049,2025-01-25
ENR04913,STD1336,CRS0003,2023-10-12
ENR04914,STD1273,CRS0042,2023-05-09
ENR04915,STD1541,CRS0041,2023-09-17
ENR04916,STD1240,CRS0034,2022-11-19
ENR04917,STD1216,CRS0039,2025-03-17
ENR04918,STD1244,CRS0047,2022-10-10
ENR04919,STD1427,CRS0013,2023-03-17
ENR04920,STD1174,CRS0029,2023-03-02
ENR04921,STD1310,CRS0014,2022-11-16
ENR04922,STD1866,CRS0046,2024-04-19
ENR04923,STD1573,CRS0004,2025-01-05
ENR04924,STD1030,CRS0003,2024-12-07
ENR04925,STD1150,CRS0038,2025-04-13
ENR04926,STD1584,CRS0034,2024-08-04
ENR04927,STD1399,CRS0001,2023-06-05
ENR04928,STD1400,CRS0038,2023-06-13
ENR04929,STD1169,CRS0003,2022-10-22
ENR04930,STD1334,CRS0001,2025-05-29
ENR04931,STD1049,CRS0040,2024-12-09
ENR04932,STD1401,CRS0046,2024-03-05
ENR04933,STD1061,CRS0028,2023-11-15
ENR04934,STD1568,CRS0022,2022-08-23
ENR04935,STD1324,CRS0008,2024-09-12
ENR04936,STD1970,CRS0045,2022-09-05
ENR04937,STD1419,CRS0005,2023-09-17
ENR04938,STD1460,CRS0003,2023-10-19
ENR04939,STD1238,CRS0020,2022-08-30
ENR04940,STD1856,CRS0020,2022-12-09
ENR04941,STD1781,CRS0020,2022-10-28
ENR04942,STD1330,CRS0021,2022-11-23
ENR04943,STD1740,CRS0004,2023-12-26
ENR04944,STD1653,CRS0011,2022-10-04
ENR04945,STD1304,CRS0035,2025-02-07
ENR04946,STD1734,CRS0043,2024-04-17
ENR04947,STD1384,CRS0025,2023-09-27
ENR04948,STD1797,CRS0033,2023-05-18
ENR04949,STD1078,CRS0044,2024-05-23
ENR04950,STD1360,CRS0023,2024-07-10
ENR04951,STD1466,CRS0044,2024-10-05
ENR04952,STD1747,CRS0012,2023-12-12
ENR04953,STD1161,CRS0011,2022-09-04
ENR04954,STD1256,CRS0009,2024-06-06
ENR04955,STD1953,CRS0006,2022-11-24
ENR04956,STD1028,CRS0029,2025-04-19
ENR04957,STD1728,CRS0040,2023-08-06
ENR04958,STD1973,CRS0050,2022-10-16
ENR04959,STD1398,CRS0046,2023-09-26
ENR04960,STD1829,CRS0023,2024-08-07
ENR04961,STD1379,CRS0034,2022-10-24
ENR04962,STD1745,CRS0029,2025-05-15
ENR04963,STD1180,CRS0027,2024-04-30
ENR04964,STD1480,CRS0006,2025-05-13
ENR04965,STD1934,CRS0039,2023-08-14
ENR04966,STD1551,CRS0023,2025-06-05
ENR04967,STD1367,CRS0007,2023-06-05
ENR04968,STD1080,CRS0021,2025-03-08
ENR04969,STD1414,CRS0027,2023-10-03
ENR04970,STD1318,CRS0021,2023-04-01
ENR04971,STD1960,CRS0048,2023-08-27
ENR04972,STD1505,CRS0041,2022-07-19
ENR04973,STD1428,CRS0035,2023-10-23
ENR04974,STD1480,CRS0044,2023-05-29
ENR04975,STD1779,CRS0010,2023-11-04
ENR04976,STD1769,CRS0030,2022-12-30
ENR04977,STD1648,CRS0021,2024-04-21
ENR04978,STD1509,CRS0035,2023-07-27
ENR04979,STD1305,CRS0007,2022-09-03
ENR04980,STD1551,CRS0042,2022-12-24
ENR04981,STD1504,CRS0002,2022-12-25
ENR04982,STD1601,CRS0004,2022-10-30
ENR04983,STD1234,CRS0027,2023-02-14
ENR04984,STD1831,CRS0022,2023-11-10
ENR04985,STD1512,CRS0004,2025-01-20
ENR04986,STD1147,CRS0037,2023-03-20
ENR04987,STD1838,CRS0028,2023-10-27
ENR04988,STD1115,CRS0005,2024-04-24
ENR04989,STD1424,CRS0018,2025-01-28
ENR04990,STD1965,CRS0038,2024-11-11
ENR04991,STD1582,CRS0028,2022-12-03
ENR04992,STD1038,CRS0047,2023-02-22
ENR04993,STD1794,CRS0010,2024-04-06
ENR04994,STD1146,CRS0010,2025-05-18
ENR04995,STD1345,CRS0039,2023-09-18
ENR04996,STD1961,CRS0030,2025-01-30
ENR04997,STD1134,CRS0038,2023-08-21
ENR04998,STD1116,CRS0009,2022-09-24
ENR04999,STD1914,CRS0008,2022-12-06
ENR05000,STD1449,CRS0014,2022-07-19
ENR05001,STD1872,CRS0036,2022-08-14
ENR05002,STD1183,CRS0044,2024-12-09
ENR05003,STD1741,CRS0035,2024-05-02
ENR05004,STD1222,CRS0003,2024-06-24
ENR05005,STD1407,CRS0012,2022-09-10
ENR05006,STD1111,CRS0012,2025-01-24
ENR05007,STD1740,CRS0015,2022-12-13
ENR05008,STD1140,CRS0011,2024-05-09
ENR05009,STD1003,CRS0020,2022-10-19
ENR05010,STD1347,CRS0038,2024-09-15
ENR05011,STD1581,CRS0008,2023-03-06
ENR05012,STD1305,CRS0031,2023-12-02
ENR05013,STD1058,CRS0047,2022-08-13
ENR05014,STD1630,CRS0009,2024-04-18
ENR05015,STD1216,CRS0034,2023-07-02
ENR05016,STD1270,CRS0003,2022-07-19
ENR05017,STD1145,CRS0009,2023-01-07
ENR05018,STD1359,CRS0048,2025-01-24
ENR05019,STD1817,CRS0006,2023-04-10
ENR05020,STD1985,CRS0020,2025-03-20
ENR05021,STD1897,CRS0037,2022-07-04
ENR05022,STD1137,CRS0018,2024-08-24
ENR05023,STD1802,CRS0028,2022-07-23
ENR05024,STD1894,CRS0044,2024-08-17
ENR05025,STD1713,CRS0009,2022-09-30
ENR05026,STD1245,CRS0047,2023-01-14
ENR05027,STD1246,CRS0010,2023-12-28
ENR05028,STD1178,CRS0007,2024-06-22
ENR05029,STD1746,CRS0023,2024-09-01
ENR05030,STD1564,CRS0034,2025-05-01
ENR05031,STD1779,CRS0019,2024-05-21
ENR05032,STD1928,CRS0048,2025-02-04
ENR05033,STD1275,CRS0024,2023-09-06
ENR05034,STD1008,CRS0015,2025-03-06
ENR05035,STD1124,CRS0024,2024-08-04
ENR05036,STD1638,CRS0011,2024-05-22
ENR05037,STD1937,CRS0045,2023-01-18
ENR05038,STD1745,CRS0008,2024-04-01
ENR05039,STD1314,CRS0021,2025-03-09
ENR05040,STD1885,CRS0030,2024-03-29
ENR05041,STD1011,CRS0019,2022-10-21
ENR05042,STD1262,CRS0019,2024-10-16
ENR05043,STD1563,CRS0031,2023-02-17
ENR05044,STD1186,CRS0005,2023-09-29
ENR05045,STD1315,CRS0014,2022-07-17
ENR05046,STD1952,CRS0020,2024-11-19
ENR05047,STD1057,CRS0018,2023-11-24
ENR05048,STD1152,CRS0039,2024-09-13
ENR05049,STD1529,CRS0015,2023-04-20
ENR05050,STD1387,CRS0001,2024-07-09
ENR05051,STD1828,CRS0001,2022-12-01
ENR05052,STD1681,CRS0029,2023-03-25
ENR05053,STD1053,CRS0016,2024-03-27
ENR05054,STD1054,CRS0020,2024-11-15
ENR05055,STD1982,CRS0004,2022-08-07
ENR05056,STD1241,CRS0032,2023-12-11
ENR05057,STD1385,CRS0011,2022-10-01
ENR05058,STD1736,CRS0024,2024-02-24
ENR05059,STD1381,CRS0019,2022-11-06
ENR05060,STD1040,CRS0021,2024-03-01
ENR05061,STD1742,CRS0049,2024-04-10
ENR05062,STD1091,CRS0040,2024-12-08
ENR05063,STD1133,CRS0044,2023-03-19
ENR05064,STD1545,CRS0034,2025-04-29
ENR05065,STD1968,CRS0044,2022-10-10
ENR05066,STD1259,CRS0029,2022-10-26
ENR05067,STD1785,CRS0034,2023-08-29
ENR05068,STD1202,CRS0050,2022-09-24
ENR05069,STD1056,CRS0035,2024-05-28
ENR05070,STD1408,CRS0026,2023-08-30
ENR05071,STD1757,CRS0008,2024-02-20
ENR05072,STD1880,CRS0025,2023-10-17
ENR05073,STD1583,CRS0029,2023-12-11
ENR05074,STD1858,CRS0031,2023-01-05
ENR05075,STD1080,CRS0012,2022-12-18
ENR05076,STD1153,CRS0010,2023-01-30
ENR05077,STD1305,CRS0003,2023-02-03
ENR05078,STD1984,CRS0046,2023-02-24
ENR05079,STD1029,CRS0008,2023-04-17
ENR05080,STD1855,CRS0020,2023-05-17
ENR05081,STD1574,CRS0032,2023-06-05
ENR05082,STD1520,CRS0034,2023-11-24
ENR05083,STD1490,CRS0040,2023-09-15
ENR05084,STD1839,CRS0001,2024-04-12
ENR05085,STD1676,CRS0041,2024-05-29
ENR05086,STD1557,CRS0016,2022-11-09
ENR05087,STD1443,CRS0042,2024-03-18
ENR05088,STD1298,CRS0046,2024-12-09
ENR05089,STD1005,CRS0024,2023-05-08
ENR05090,STD1421,CRS0027,2023-02-13
ENR05091,STD1539,CRS0022,2022-09-20
ENR05092,STD1390,CRS0022,2024-07-10
ENR05093,STD1629,CRS0050,2025-05-14
ENR05094,STD1445,CRS0025,2023-11-05
ENR05095,STD1404,CRS0009,2023-04-25
ENR05096,STD1137,CRS0034,2024-06-19
ENR05097,STD1466,CRS0010,2023-03-30
ENR05098,STD1483,CRS0038,2023-03-01
ENR05099,STD1736,CRS0036,2022-10-06
ENR05100,STD1267,CRS0040,2025-02-17
ENR05101,STD1163,CRS0036,2024-04-04
ENR05102,STD1145,CRS0046,2023-11-21
ENR05103,STD1535,CRS0010,2023-02-10
ENR05104,STD1073,CRS0049,2022-08-20
ENR05105,STD1685,CRS0002,2024-02-07
ENR05106,STD1247,CRS0035,2022-07-25
ENR05107,STD1628,CRS0034,2023-03-03
ENR05108,STD1195,CRS0022,2025-01-23
ENR05109,STD1825,CRS0028,2022-07-10
ENR05110,STD1665,CRS0026,2024-07-01
ENR05111,STD1228,CRS0043,2023-01-04
ENR05112,STD1350,CRS0027,2024-11-11
ENR05113,STD1496,CRS0007,2024-01-16
ENR05114,STD1727,CRS0005,2024-07-29
ENR05115,STD1511,CRS0008,2022-09-30
ENR05116,STD1815,CRS0022,2024-08-16
ENR05117,STD1580,CRS0009,2024-09-15
ENR05118,STD1571,CRS0024,2022-09-21
ENR05119,STD1447,CRS0021,2023-08-01
ENR05120,STD1914,CRS0022,2024-08-30
ENR05121,STD1966,CRS0044,2022-10-22
ENR05122,STD1800,CRS0009,2024-05-17
ENR05123,STD1497,CRS0047,2024-06-26
ENR05124,STD1822,CRS0029,2023-02-24
ENR05125,STD1853,CRS0034,2022-11-16
ENR05126,STD1654,CRS0019,2024-08-21
ENR05127,STD1850,CRS0009,2024-11-10
ENR05128,STD1230,CRS0011,2024-09-14
ENR05129,STD1300,CRS0024,2023-04-24
ENR05130,STD1530,CRS0036,2023-01-26
ENR05131,STD1750,CRS0014,2024-11-02
ENR05132,STD1190,CRS0024,2025-03-21
ENR05133,STD1521,CRS0049,2023-12-12
ENR05134,STD1501,CRS0001,2024-04-28
ENR05135,STD1536,CRS0039,2023-01-31
ENR05136,STD1321,CRS0049,2023-05-22
ENR05137,STD1706,CRS0019,2024-01-13
ENR05138,STD1943,CRS0026,2024-02-06
ENR05139,STD1597,CRS0044,2024-11-02
ENR05140,STD1205,CRS0043,2022-11-12
ENR05141,STD1090,CRS0014,2023-05-14
ENR05142,STD1302,CRS0042,2023-10-14
ENR05143,STD1327,CRS0001,2025-06-03
ENR05144,STD1615,CRS0010,2022-06-18
ENR05145,STD1860,CRS0044,2022-07-15
ENR05146,STD1046,CRS0042,2023-02-14
ENR05147,STD1031,CRS0047,2023-06-20
ENR05148,STD1853,CRS0012,2023-09-07
ENR05149,STD1051,CRS0040,2022-12-26
ENR05150,STD1426,CRS0038,2024-10-16
ENR05151,STD1254,CRS0030,2023-12-14
ENR05152,STD1790,CRS0007,2022-08-02
ENR05153,STD1462,CRS0019,2022-07-30
ENR05154,STD1087,CRS0048,2024-10-01
ENR05155,STD1191,CRS0036,2022-09-29
ENR05156,STD1335,CRS0038,2022-08-16
ENR05157,STD1104,CRS0043,2025-03-15
ENR05158,STD1133,CRS0047,2024-09-27
ENR05159,STD1917,CRS0012,2024-11-06
ENR05160,STD1447,CRS0042,2024-03-03
ENR05161,STD1663,CRS0009,2024-08-20
ENR05162,STD1267,CRS0049,2023-09-23
ENR05163,STD1986,CRS0047,2023-11-12
ENR05164,STD1009,CRS0041,2024-07-03
ENR05165,STD1689,CRS0050,2023-02-18
ENR05166,STD1231,CRS0018,2023-04-29
ENR05167,STD1316,CRS0013,2024-04-12
ENR05168,STD1164,CRS0040,2022-10-28
ENR05169,STD1611,CRS0010,2022-06-11
ENR05170,STD1137,CRS0036,2022-09-20
ENR05171,STD1993,CRS0013,2025-03-23
ENR05172,STD1390,CRS0018,2023-09-10
ENR05173,STD1674,CRS0015,2022-09-07
ENR05174,STD1380,CRS0037,2022-09-28
ENR05175,STD1058,CRS0042,2023-01-08
ENR05176,STD1874,CRS0038,2023-01-07
ENR05177,STD1771,CRS0021,2022-06-20
ENR05178,STD1044,CRS0009,2024-02-22
ENR05179,STD1416,CRS0048,2023-01-25
ENR05180,STD1284,CRS0009,2025-03-11
ENR05181,STD1262,CRS0024,2023-11-16
ENR05182,STD1810,CRS0018,2024-07-29
ENR05183,STD1863,CRS0004,2023-05-25
ENR05184,STD1293,CRS0033,2022-07-17
ENR05185,STD1104,CRS0010,2023-04-23
ENR05186,STD1133,CRS0044,2022-10-22
ENR05187,STD1819,CRS0048,2024-02-01
ENR05188,STD1033,CRS0049,2025-05-13
ENR05189,STD1404,CRS0031,2024-06-30
ENR05190,STD1129,CRS0040,2023-04-19
ENR05191,STD1495,CRS0003,2022-10-10
ENR05192,STD1382,CRS0039,2024-03-07
ENR05193,STD1850,CRS0034,2023-05-10
ENR05194,STD1526,CRS0013,2023-06-11
ENR05195,STD1448,CRS0033,2023-05-03
ENR05196,STD1073,CRS0032,2023-01-14
ENR05197,STD1457,CRS0032,2025-01-03
ENR05198,STD1239,CRS0020,2023-11-09
ENR05199,STD1439,CRS0032,2022-11-02
ENR05200,STD1588,CRS0035,2022-09-17
ENR05201,STD1587,CRS0039,2022-09-12
ENR05202,STD1707,CRS0024,2023-11-06
ENR05203,STD1878,CRS0015,2022-08-11
ENR05204,STD1472,CRS0050,2022-09-04
ENR05205,STD1646,CRS0036,2022-11-30
ENR05206,STD1692,CRS0023,2025-02-01
ENR05207,STD1570,CRS0019,2023-04-29
ENR05208,STD1302,CRS0029,2023-02-04
ENR05209,STD1049,CRS0033,2024-01-04
ENR05210,STD1888,CRS0002,2022-06-20
ENR05211,STD1387,CRS0012,2022-09-12
ENR05212,STD1568,CRS0028,2023-05-11
ENR05213,STD1426,CRS0034,2024-10-20
ENR05214,STD1313,CRS0033,2023-12-26
ENR05215,STD1993,CRS0037,2023-09-10
ENR05216,STD1281,CRS0020,2024-04-29
ENR05217,STD1714,CRS0006,2022-12-26
ENR05218,STD1428,CRS0048,2024-02-14
ENR05219,STD1957,CRS0029,2022-08-06
ENR05220,STD1410,CRS0050,2024-05-07
ENR05221,STD1543,CRS0023,2023-10-18
ENR05222,STD1885,CRS0022,2024-06-06
ENR05223,STD1278,CRS0023,2025-04-06
ENR05224,STD1554,CRS0026,2023-09-20
ENR05225,STD1119,CRS0010,2024-01-30
ENR05226,STD1007,CRS0029,2023-04-11
ENR05227,STD1097,CRS0001,2024-01-05
ENR05228,STD1079,CRS0049,2023-10-19
ENR05229,STD1213,CRS0018,2023-09-18
ENR05230,STD1985,CRS0001,2023-06-23
ENR05231,STD1980,CRS0042,2024-06-13
ENR05232,STD1056,CRS0007,2024-12-07
ENR05233,STD1751,CRS0019,2023-05-21
ENR05234,STD1471,CRS0042,2025-03-19
ENR05235,STD1325,CRS0022,2024-12-20
ENR05236,STD1784,CRS0004,2025-01-17
ENR05237,STD1756,CRS0029,2023-01-09
ENR05238,STD1597,CRS0008,2024-07-25
ENR05239,STD1017,CRS0008,2025-03-02
ENR05240,STD1064,CRS0033,2024-04-21
ENR05241,STD1263,CRS0045,2023-04-16
ENR05242,STD1588,CRS0016,2024-07-14
ENR05243,STD1015,CRS0035,2023-12-29
ENR05244,STD1830,CRS0020,2022-10-23
ENR05245,STD1922,CRS0025,2025-01-25
ENR05246,STD1556,CRS0001,2022-12-04
ENR05247,STD1846,CRS0050,2022-10-08
ENR05248,STD1229,CRS0003,2024-06-09
ENR05249,STD1204,CRS0027,2022-09-08
ENR05250,STD1645,CRS0009,2023-08-22
ENR05251,STD1070,CRS0050,2022-09-14
ENR05252,STD1751,CRS0039,2023-03-27
ENR05253,STD1036,CRS0050,2022-07-17
ENR05254,STD1543,CRS0013,2022-07-02
ENR05255,STD1739,CRS0044,2025-05-06
ENR05256,STD1071,CRS0042,2024-04-04
ENR05257,STD1019,CRS0047,2024-10-31
ENR05258,STD1244,CRS0007,2023-08-17
ENR05259,STD1185,CRS0022,2024-10-13
ENR05260,STD1709,CRS0026,2024-12-23
ENR05261,STD1211,CRS0015,2023-12-10
ENR05262,STD1603,CRS0042,2022-10-31
ENR05263,STD1764,CRS0010,2025-03-05
ENR05264,STD1712,CRS0007,2023-07-15
ENR05265,STD1854,CRS0010,2025-03-25
ENR05266,STD1441,CRS0030,2024-09-29
ENR05267,STD1399,CRS0023,2022-12-20
ENR05268,STD1541,CRS0003,2025-03-10
ENR05269,STD1823,CRS0008,2022-10-03
ENR05270,STD1234,CRS0035,2023-03-20
ENR05271,STD1543,CRS0039,2023-10-10
ENR05272,STD1075,CRS0004,2022-08-05
ENR05273,STD1349,CRS0009,2024-05-21
ENR05274,STD1707,CRS0017,2023-01-02
ENR05275,STD1745,CRS0021,2023-11-09
ENR05276,STD1822,CRS0043,2024-10-18
ENR05277,STD1228,CRS0013,2024-07-08
ENR05278,STD1550,CRS0021,2023-01-31
ENR05279,STD1440,CRS0047,2024-09-06
ENR05280,STD1902,CRS0027,2024-03-07
ENR05281,STD1846,CRS0038,2024-04-20
ENR05282,STD1996,CRS0033,2023-06-15
ENR05283,STD1073,CRS0010,2023-01-27
ENR05284,STD1339,CRS0035,2023-03-08
ENR05285,STD1413,CRS0005,2025-02-20
ENR05286,STD1934,CRS0021,2024-03-24
ENR05287,STD1807,CRS0049,2024-04-21
ENR05288,STD1411,CRS0041,2025-02-23
ENR05289,STD1230,CRS0042,2023-01-27
ENR05290,STD1181,CRS0040,2023-02-28
ENR05291,STD1926,CRS0001,2023-06-25
ENR05292,STD1124,CRS0013,2024-11-23
ENR05293,STD1423,CRS0031,2023-08-29
ENR05294,STD1992,CRS0024,2023-05-13
ENR05295,STD1617,CRS0040,2025-06-06
ENR05296,STD1962,CRS0029,2023-12-25
ENR05297,STD1533,CRS0035,2024-10-08
ENR05298,STD1066,CRS0011,2024-11-14
ENR05299,STD1353,CRS0017,2023-01-06
ENR05300,STD1458,CRS0025,2024-02-02
ENR05301,STD1386,CRS0009,2025-05-03
ENR05302,STD1453,CRS0015,2022-12-20
ENR05303,STD1004,CRS0028,2022-08-30
ENR05304,STD1479,CRS0031,2024-05-24
ENR05305,STD1215,CRS0036,2024-02-02
ENR05306,STD1219,CRS0025,2024-06-17
ENR05307,STD1590,CRS0001,2024-03-17
ENR05308,STD1639,CRS0007,2023-07-17
ENR05309,STD1932,CRS0020,2024-01-14
ENR05310,STD1462,CRS0036,2024-09-27
ENR05311,STD1010,CRS0022,2023-06-10
ENR05312,STD1844,CRS0008,2023-01-21
ENR05313,STD1101,CRS0019,2024-05-24
ENR05314,STD1002,CRS0037,2024-03-03
ENR05315,STD1955,CRS0043,2024-09-23
ENR05316,STD1173,CRS0010,2023-08-08
ENR05317,STD1855,CRS0025,2022-11-30
ENR05318,STD1745,CRS0023,2024-09-24
ENR05319,STD1899,CRS0003,2023-11-29
ENR05320,STD1970,CRS0001,2024-09-28
ENR05321,STD1779,CRS0035,2025-03-26
ENR05322,STD1866,CRS0047,2024-08-25
ENR05323,STD1773,CRS0019,2023-12-08
ENR05324,STD1620,CRS0005,2025-04-22
ENR05325,STD1151,CRS0012,2023-11-01
ENR05326,STD1163,CRS0014,2023-10-19
ENR05327,STD1106,CRS0046,2024-04-02
ENR05328,STD1878,CRS0003,2024-11-23
ENR05329,STD1201,CRS0005,2024-07-04
ENR05330,STD1961,CRS0022,2022-10-14
ENR05331,STD1228,CRS0008,2023-09-08
ENR05332,STD1415,CRS0010,2022-08-13
ENR05333,STD1484,CRS0027,2023-05-18
ENR05334,STD1021,CRS0045,2023-08-03
ENR05335,STD1310,CRS0050,2023-07-29
ENR05336,STD1345,CRS0036,2024-07-12
ENR05337,STD1749,CRS0004,2024-07-08
ENR05338,STD1568,CRS0050,2022-06-19
ENR05339,STD1505,CRS0036,2023-08-21
ENR05340,STD1496,CRS0029,2022-06-22
ENR05341,STD1888,CRS0016,2024-10-21
ENR05342,STD1504,CRS0043,2022-11-22
ENR05343,STD1637,CRS0021,2023-05-10
ENR05344,STD1800,CRS0003,2023-12-07
ENR05345,STD1374,CRS0010,2025-03-29
ENR05346,STD1987,CRS0016,2023-11-27
ENR05347,STD1971,CRS0004,2024-12-16
ENR05348,STD1949,CRS0031,2025-01-15
ENR05349,STD1564,CRS0046,2023-09-25
ENR05350,STD1022,CRS0037,2023-09-27
ENR05351,STD1896,CRS0019,2025-05-05
ENR05352,STD1390,CRS0030,2023-10-09
ENR05353,STD1898,CRS0034,2024-11-25
ENR05354,STD1545,CRS0012,2023-10-31
ENR05355,STD1982,CRS0024,2023-11-14
ENR05356,STD1893,CRS0005,2023-06-25
ENR05357,STD1708,CRS0047,2022-12-30
ENR05358,STD1004,CRS0048,2023-12-21
ENR05359,STD1735,CRS0036,2025-04-07
ENR05360,STD1930,CRS0008,2023-08-24
ENR05361,STD1092,CRS0032,2024-01-23
